seq_id,description,length,pred_class,bit_score,evalue,query_len,target_len
tr|A0A2I2YMA5|A0A2I2YMA5_GORGO,tr|A0A2I2YMA5|A0A2I2YMA5_GORGO Carbonic anhydrase OS=Gorilla gorilla gorilla OX=9595 GN=CA9 PE=3 SV=1,459,8ca.beta.45,93.7,7.6e-30,459.0,381.0
tr|A0A2I2YR68|A0A2I2YR68_GORGO,tr|A0A2I2YR68|A0A2I2YR68_GORGO Carbonic anhydrase 1 OS=Gorilla gorilla gorilla OX=9595 GN=CA1 PE=3 SV=1,130,8ca.beta.45,57.5,7.6e-19,130.0,381.0
tr|A0A2I2Z572|A0A2I2Z572_GORGO,tr|A0A2I2Z572|A0A2I2Z572_GORGO Carbonic anhydrase 1 OS=Gorilla gorilla gorilla OX=9595 GN=CA1 PE=3 SV=1,127,8ca.beta.45,57.6,7.1e-19,127.0,381.0
tr|A0A2I3G431|A0A2I3G431_NOMLE,tr|A0A2I3G431|A0A2I3G431_NOMLE Receptor-type tyrosine-protein phosphatase gamma OS=Nomascus leucogenys OX=61853 GN=PTPRG PE=3 SV=1,1389,8ca.beta.45,83.1,1.2e-26,1389.0,381.0
tr|A0A2I3GE59|A0A2I3GE59_NOMLE,tr|A0A2I3GE59|A0A2I3GE59_NOMLE Carbonic anhydrase OS=Nomascus leucogenys OX=61853 GN=CA9 PE=3 SV=1,447,8ca.beta.45,96.7,8.9e-31,447.0,381.0
tr|A0A2I3GFQ3|A0A2I3GFQ3_NOMLE,tr|A0A2I3GFQ3|A0A2I3GFQ3_NOMLE Carbonic anhydrase 1 OS=Nomascus leucogenys OX=61853 GN=CA1 PE=3 SV=1,127,8ca.beta.45,58.7,3.3e-19,127.0,381.0
tr|A0A2I3H8D4|A0A2I3H8D4_NOMLE,tr|A0A2I3H8D4|A0A2I3H8D4_NOMLE Carbonic anhydrase 2 OS=Nomascus leucogenys OX=61853 GN=CA2 PE=3 SV=1,97,8ca.beta.45,43.1,1.7e-14,97.0,381.0
tr|A0A2I3LHY3|A0A2I3LHY3_PAPAN,tr|A0A2I3LHY3|A0A2I3LHY3_PAPAN Carbonic anhydrase OS=Papio anubis OX=9555 GN=CA2 PE=3 SV=2,260,8ca.beta.45,154.4,2.6e-48,260.0,381.0
tr|A0A2I3LNL0|A0A2I3LNL0_PAPAN,tr|A0A2I3LNL0|A0A2I3LNL0_PAPAN Carbonic anhydrase 1 OS=Papio anubis OX=9555 GN=CA1 PE=3 SV=2,127,8ca.beta.45,58.8,3.1e-19,127.0,381.0
tr|A0A2I3M4P9|A0A2I3M4P9_PAPAN,tr|A0A2I3M4P9|A0A2I3M4P9_PAPAN Receptor-type tyrosine-protein phosphatase gamma OS=Papio anubis OX=9555 GN=PTPRG PE=3 SV=2,1396,8ca.beta.45,93.7,7.5e-30,1396.0,381.0
tr|A0A2I3RZR1|A0A2I3RZR1_PANTR,tr|A0A2I3RZR1|A0A2I3RZR1_PANTR Carbonic anhydrase OS=Pan troglodytes OX=9598 GN=CA1 PE=3 SV=1,261,8ca.beta.45,152.3,1.0999999999999999e-47,261.0,381.0
tr|A0A2I3S2V9|A0A2I3S2V9_PANTR,tr|A0A2I3S2V9|A0A2I3S2V9_PANTR Carbonic anhydrase OS=Pan troglodytes OX=9598 GN=CA3 PE=3 SV=1,359,8ca.beta.45,140.9,3.500000000000001e-44,359.0,381.0
tr|A0A2I3SU51|A0A2I3SU51_PANTR,tr|A0A2I3SU51|A0A2I3SU51_PANTR Carbonic anhydrase OS=Pan troglodytes OX=9598 GN=CA2 PE=3 SV=1,262,8ca.beta.45,146.5,6.8e-46,262.0,381.0
tr|A0A2I3T353|A0A2I3T353_PANTR,tr|A0A2I3T353|A0A2I3T353_PANTR Carbonic anhydrase OS=Pan troglodytes OX=9598 GN=CA6 PE=3 SV=1,312,8ca.beta.45,111.6,2.7e-35,312.0,381.0
tr|A0A2I3TF03|A0A2I3TF03_PANTR,tr|A0A2I3TF03|A0A2I3TF03_PANTR Carbonic anhydrase 1 OS=Pan troglodytes OX=9598 GN=CA1 PE=3 SV=1,127,8ca.beta.45,56.9,1.1e-18,127.0,381.0
tr|A0A2I4AL47|A0A2I4AL47_AUSLI,tr|A0A2I4AL47|A0A2I4AL47_AUSLI Carbonic anhydrase OS=Austrofundulus limnaeus OX=52670 GN=ca4 PE=3 SV=1,325,8ca.beta.45,130.3,5.699999999999998e-41,325.0,381.0
tr|A0A2I4BFF2|A0A2I4BFF2_AUSLI,tr|A0A2I4BFF2|A0A2I4BFF2_AUSLI Carbonic anhydrase OS=Austrofundulus limnaeus OX=52670 GN=LOC106519376 PE=3 SV=1,307,8ca.beta.45,130.8,4e-41,307.0,381.0
tr|A0A2J6TC38|A0A2J6TC38_9HELO,tr|A0A2J6TC38|A0A2J6TC38_9HELO Carbonic anhydrase OS=Hyaloscypha bicolor E OX=1095630 GN=K444DRAFT_528099 PE=3 SV=1,271,8ca.alpha.45,23.3,1.6e-08,271.0,349.0
tr|A0A2J8LP63|A0A2J8LP63_PANTR,tr|A0A2J8LP63|A0A2J8LP63_PANTR Carbonic anhydrase 1 (Fragment) OS=Pan troglodytes OX=9598 GN=CK820_G0027329 PE=3 SV=1,118,8ca.beta.45,68.8,2.7e-22,118.0,381.0
tr|A0A2J8LP78|A0A2J8LP78_PANTR,tr|A0A2J8LP78|A0A2J8LP78_PANTR Carbonic anhydrase 1 OS=Pan troglodytes OX=9598 GN=CK820_G0027329 PE=3 SV=1,81,8ca.beta.45,52.3,2.9e-17,81.0,381.0
tr|A0A2K0UPA4|A0A2K0UPA4_TRIHA,tr|A0A2K0UPA4|A0A2K0UPA4_TRIHA Carbonic anhydrase OS=Trichoderma harzianum OX=5544 GN=THARTR1_00777 PE=3 SV=1,292,8ca.alpha.45,18.5,4.4e-07,292.0,349.0
tr|A0A2K5DVC8|A0A2K5DVC8_AOTNA,tr|A0A2K5DVC8|A0A2K5DVC8_AOTNA Carbonic anhydrase OS=Aotus nancymaae OX=37293 GN=CA1 PE=3 SV=1,261,8ca.beta.45,159.3,9e-50,261.0,381.0
tr|A0A2K5DVF9|A0A2K5DVF9_AOTNA,tr|A0A2K5DVF9|A0A2K5DVF9_AOTNA Carbonic anhydrase 1 OS=Aotus nancymaae OX=37293 GN=CA1 PE=3 SV=1,127,8ca.beta.45,54.2,7.6e-18,127.0,381.0
tr|A0A2K5DZE5|A0A2K5DZE5_AOTNA,tr|A0A2K5DZE5|A0A2K5DZE5_AOTNA Carbonic anhydrase OS=Aotus nancymaae OX=37293 GN=CA2 PE=3 SV=1,229,8ca.beta.45,127.1,5.1e-40,229.0,381.0
tr|A0A2K5DZL1|A0A2K5DZL1_AOTNA,tr|A0A2K5DZL1|A0A2K5DZL1_AOTNA Carbonic anhydrase OS=Aotus nancymaae OX=37293 GN=CA2 PE=3 SV=1,248,8ca.beta.45,126.8,6.4e-40,248.0,381.0
tr|A0A2K5E4S8|A0A2K5E4S8_AOTNA,tr|A0A2K5E4S8|A0A2K5E4S8_AOTNA Carbonic anhydrase OS=Aotus nancymaae OX=37293 GN=CA4 PE=3 SV=1,312,8ca.beta.45,99.4,1.4e-31,312.0,381.0
tr|A0A2K5EC70|A0A2K5EC70_AOTNA,tr|A0A2K5EC70|A0A2K5EC70_AOTNA Receptor-type tyrosine-protein phosphatase zeta OS=Aotus nancymaae OX=37293 GN=PTPRZ1 PE=3 SV=1,2328,8ca.beta.45,91.8,2.8e-29,2328.0,381.0
tr|A0A2K5JT15|A0A2K5JT15_COLAP,tr|A0A2K5JT15|A0A2K5JT15_COLAP Carbonic anhydrase OS=Colobus angolensis palliatus OX=336983 PE=3 SV=1,260,8ca.beta.45,145.1,1.8e-45,260.0,381.0
tr|A0A2K5JT21|A0A2K5JT21_COLAP,tr|A0A2K5JT21|A0A2K5JT21_COLAP Carbonic anhydrase OS=Colobus angolensis palliatus OX=336983 PE=3 SV=1,254,8ca.beta.45,131.6,2.2e-41,254.0,381.0
tr|A0A2K5JYD2|A0A2K5JYD2_COLAP,tr|A0A2K5JYD2|A0A2K5JYD2_COLAP Carbonic anhydrase 1 OS=Colobus angolensis palliatus OX=336983 PE=3 SV=1,127,8ca.beta.45,60.2,1.2e-19,127.0,381.0
tr|A0A2K5LHA9|A0A2K5LHA9_CERAT,tr|A0A2K5LHA9|A0A2K5LHA9_CERAT Carbonic anhydrase OS=Cercocebus atys OX=9531 GN=CA7 PE=3 SV=1,264,8ca.beta.45,151.3,2.4e-47,264.0,381.0
tr|A0A2K5LSL2|A0A2K5LSL2_CERAT,tr|A0A2K5LSL2|A0A2K5LSL2_CERAT Carbonic anhydrase OS=Cercocebus atys OX=9531 GN=CA2 PE=3 SV=1,260,8ca.beta.45,149.9,6.3e-47,260.0,381.0
tr|A0A2K5M7G2|A0A2K5M7G2_CERAT,tr|A0A2K5M7G2|A0A2K5M7G2_CERAT Carbonic anhydrase OS=Cercocebus atys OX=9531 GN=CA4 PE=3 SV=1,304,8ca.beta.45,102.7,1.3e-32,304.0,381.0
tr|A0A2K5MEE7|A0A2K5MEE7_CERAT,tr|A0A2K5MEE7|A0A2K5MEE7_CERAT Carbonic anhydrase OS=Cercocebus atys OX=9531 GN=CA3 PE=3 SV=1,295,8ca.beta.45,137.1,4.699999999999999e-43,295.0,381.0
tr|A0A2K5MH52|A0A2K5MH52_CERAT,tr|A0A2K5MH52|A0A2K5MH52_CERAT Carbonic anhydrase OS=Cercocebus atys OX=9531 GN=CA9 PE=3 SV=1,529,8ca.beta.45,96.4,1.1000000000000001e-30,529.0,381.0
tr|A0A2K5N8E5|A0A2K5N8E5_CERAT,tr|A0A2K5N8E5|A0A2K5N8E5_CERAT Carbonic anhydrase 6 OS=Cercocebus atys OX=9531 GN=CA6 PE=3 SV=1,180,8ca.beta.45,21.6,5.8e-08,180.0,381.0
tr|A0A2K5NB79|A0A2K5NB79_CERAT,tr|A0A2K5NB79|A0A2K5NB79_CERAT Receptor-type tyrosine-protein phosphatase gamma OS=Cercocebus atys OX=9531 GN=PTPRG PE=3 SV=1,1382,8ca.beta.45,80.4,8.2e-26,1382.0,381.0
tr|A0A2K5NTA5|A0A2K5NTA5_CERAT,tr|A0A2K5NTA5|A0A2K5NTA5_CERAT Receptor-type tyrosine-protein phosphatase zeta OS=Cercocebus atys OX=9531 GN=PTPRZ1 PE=3 SV=1,2319,8ca.beta.45,92.7,1.4999999999999998e-29,2319.0,381.0
tr|A0A2K5P3Y4|A0A2K5P3Y4_CERAT,tr|A0A2K5P3Y4|A0A2K5P3Y4_CERAT Carbonic anhydrase OS=Cercocebus atys OX=9531 GN=CA1 PE=3 SV=1,261,8ca.beta.45,158.4,1.5999999999999998e-49,261.0,381.0
tr|A0A2K5P3Y9|A0A2K5P3Y9_CERAT,tr|A0A2K5P3Y9|A0A2K5P3Y9_CERAT Carbonic anhydrase 1 OS=Cercocebus atys OX=9531 GN=CA1 PE=3 SV=1,127,8ca.beta.45,59.9,1.4e-19,127.0,381.0
tr|A0A2K5PJI2|A0A2K5PJI2_CEBIM,tr|A0A2K5PJI2|A0A2K5PJI2_CEBIM Receptor-type tyrosine-protein phosphatase gamma OS=Cebus imitator OX=2715852 GN=PTPRG PE=3 SV=1,1445,8ca.beta.45,97.5,5.3e-31,1445.0,381.0
tr|A0A2K5PSD0|A0A2K5PSD0_CEBIM,tr|A0A2K5PSD0|A0A2K5PSD0_CEBIM Carbonic anhydrase OS=Cebus imitator OX=2715852 GN=CA4 PE=3 SV=1,312,8ca.beta.45,100.1,8.200000000000001e-32,312.0,381.0
tr|A0A2K5QAX2|A0A2K5QAX2_CEBIM,tr|A0A2K5QAX2|A0A2K5QAX2_CEBIM Carbonic anhydrase OS=Cebus imitator OX=2715852 GN=CA2 PE=3 SV=1,260,8ca.beta.45,150.7,3.6e-47,260.0,381.0
tr|A0A2K5QAX7|A0A2K5QAX7_CEBIM,tr|A0A2K5QAX7|A0A2K5QAX7_CEBIM Carbonic anhydrase OS=Cebus imitator OX=2715852 GN=CA2 PE=3 SV=1,291,8ca.beta.45,138.0,2.5e-43,291.0,381.0
tr|A0A2K5R457|A0A2K5R457_CEBIM,tr|A0A2K5R457|A0A2K5R457_CEBIM Receptor-type tyrosine-protein phosphatase zeta OS=Cebus imitator OX=2715852 GN=PTPRZ1 PE=3 SV=1,2304,8ca.beta.45,91.3,4.0000000000000003e-29,2304.0,381.0
tr|A0A2K5RGX8|A0A2K5RGX8_CEBIM,tr|A0A2K5RGX8|A0A2K5RGX8_CEBIM Carbonic anhydrase 1 OS=Cebus imitator OX=2715852 GN=CA1 PE=3 SV=1,261,8ca.beta.45,157.8,2.5e-49,261.0,381.0
tr|A0A2K5RGZ3|A0A2K5RGZ3_CEBIM,tr|A0A2K5RGZ3|A0A2K5RGZ3_CEBIM Carbonic anhydrase 1 OS=Cebus imitator OX=2715852 GN=CA1 PE=3 SV=1,127,8ca.beta.45,55.9,2.2e-18,127.0,381.0
tr|A0A2K5RUB8|A0A2K5RUB8_CEBIM,tr|A0A2K5RUB8|A0A2K5RUB8_CEBIM Carbonic anhydrase OS=Cebus imitator OX=2715852 GN=CA9 PE=3 SV=1,454,8ca.beta.45,93.1,1.1e-29,454.0,381.0
tr|A0A2K5U255|A0A2K5U255_MACFA,tr|A0A2K5U255|A0A2K5U255_MACFA Carbonic anhydrase OS=Macaca fascicularis OX=9541 GN=CA7 PE=3 SV=1,264,8ca.beta.45,151.3,2.4e-47,264.0,381.0
tr|A0A2K5UCS1|A0A2K5UCS1_MACFA,tr|A0A2K5UCS1|A0A2K5UCS1_MACFA Carbonic anhydrase 1 OS=Macaca fascicularis OX=9541 GN=CA1 PE=3 SV=2,127,8ca.beta.45,60.7,8.1e-20,127.0,381.0
tr|A0A2K5UCT8|A0A2K5UCT8_MACFA,tr|A0A2K5UCT8|A0A2K5UCT8_MACFA Carbonic anhydrase OS=Macaca fascicularis OX=9541 GN=CA1 PE=3 SV=2,261,8ca.beta.45,158.1,2.0000000000000003e-49,261.0,381.0
tr|A0A2K5V3R7|A0A2K5V3R7_MACFA,tr|A0A2K5V3R7|A0A2K5V3R7_MACFA Receptor-type tyrosine-protein phosphatase zeta OS=Macaca fascicularis OX=9541 GN=PTPRZ1 PE=3 SV=2,2319,8ca.beta.45,92.2,2.1e-29,2319.0,381.0
tr|A0A2K5VKI2|A0A2K5VKI2_MACFA,tr|A0A2K5VKI2|A0A2K5VKI2_MACFA Receptor-type tyrosine-protein phosphatase gamma OS=Macaca fascicularis OX=9541 GN=PTPRG PE=3 SV=2,1445,8ca.beta.45,93.6,8.1e-30,1445.0,381.0
tr|A0A2K5VQG9|A0A2K5VQG9_MACFA,tr|A0A2K5VQG9|A0A2K5VQG9_MACFA Carbonic anhydrase OS=Macaca fascicularis OX=9541 GN=CA9 PE=3 SV=2,447,8ca.beta.45,98.1,3.5e-31,447.0,381.0
tr|A0A2K5XA03|A0A2K5XA03_MANLE,tr|A0A2K5XA03|A0A2K5XA03_MANLE Carbonic anhydrase OS=Mandrillus leucophaeus OX=9568 GN=CA3 PE=3 SV=1,260,8ca.beta.45,149.5,8.3e-47,260.0,381.0
tr|A0A2K5XF54|A0A2K5XF54_MANLE,tr|A0A2K5XF54|A0A2K5XF54_MANLE Receptor-type tyrosine-protein phosphatase gamma OS=Mandrillus leucophaeus OX=9568 GN=PTPRG PE=3 SV=1,1416,8ca.beta.45,93.6,7.8e-30,1416.0,381.0
tr|A0A2K5Y5K3|A0A2K5Y5K3_MANLE,tr|A0A2K5Y5K3|A0A2K5Y5K3_MANLE Carbonic anhydrase OS=Mandrillus leucophaeus OX=9568 GN=CA1 PE=3 SV=1,261,8ca.beta.45,157.0,4.3e-49,261.0,381.0
tr|A0A2K5Y5L3|A0A2K5Y5L3_MANLE,tr|A0A2K5Y5L3|A0A2K5Y5L3_MANLE Carbonic anhydrase 1 OS=Mandrillus leucophaeus OX=9568 GN=CA1 PE=3 SV=1,127,8ca.beta.45,58.4,4e-19,127.0,381.0
tr|A0A2K5Y9G9|A0A2K5Y9G9_MANLE,tr|A0A2K5Y9G9|A0A2K5Y9G9_MANLE Carbonic anhydrase 6 OS=Mandrillus leucophaeus OX=9568 GN=CA6 PE=3 SV=1,180,8ca.beta.45,21.6,5.8e-08,180.0,381.0
tr|A0A2K5YKK5|A0A2K5YKK5_MANLE,tr|A0A2K5YKK5|A0A2K5YKK5_MANLE Receptor-type tyrosine-protein phosphatase zeta OS=Mandrillus leucophaeus OX=9568 GN=PTPRZ1 PE=3 SV=1,2287,8ca.beta.45,87.4,6.200000000000001e-28,2287.0,381.0
tr|A0A2K5YZQ2|A0A2K5YZQ2_MANLE,tr|A0A2K5YZQ2|A0A2K5YZQ2_MANLE Carbonic anhydrase OS=Mandrillus leucophaeus OX=9568 GN=CA4 PE=3 SV=1,312,8ca.beta.45,103.8,6.3e-33,312.0,381.0
tr|A0A2K5ZBI7|A0A2K5ZBI7_MANLE,tr|A0A2K5ZBI7|A0A2K5ZBI7_MANLE Carbonic anhydrase OS=Mandrillus leucophaeus OX=9568 GN=CA9 PE=3 SV=1,447,8ca.beta.45,96.5,1e-30,447.0,381.0
tr|A0A2K6ACW9|A0A2K6ACW9_MANLE,tr|A0A2K6ACW9|A0A2K6ACW9_MANLE Carbonic anhydrase OS=Mandrillus leucophaeus OX=9568 GN=CA7 PE=3 SV=1,263,8ca.beta.45,143.1,7.100000000000002e-45,263.0,381.0
tr|A0A2K6BFW1|A0A2K6BFW1_MACNE,tr|A0A2K6BFW1|A0A2K6BFW1_MACNE Carbonic anhydrase 6 OS=Macaca nemestrina OX=9545 GN=CA6 PE=3 SV=1,180,8ca.beta.45,21.8,5e-08,180.0,381.0
tr|A0A2K6BM74|A0A2K6BM74_MACNE,tr|A0A2K6BM74|A0A2K6BM74_MACNE Carbonic anhydrase OS=Macaca nemestrina OX=9545 GN=CA3 PE=3 SV=1,290,8ca.beta.45,138.3,2.1e-43,290.0,381.0
tr|A0A2K6BW38|A0A2K6BW38_MACNE,tr|A0A2K6BW38|A0A2K6BW38_MACNE Receptor-type tyrosine-protein phosphatase gamma OS=Macaca nemestrina OX=9545 GN=PTPRG PE=3 SV=1,1445,8ca.beta.45,93.6,8.1e-30,1445.0,381.0
tr|A0A2K6CV11|A0A2K6CV11_MACNE,tr|A0A2K6CV11|A0A2K6CV11_MACNE Carbonic anhydrase OS=Macaca nemestrina OX=9545 GN=CA2 PE=3 SV=1,260,8ca.beta.45,150.4,4.399999999999998e-47,260.0,381.0
tr|A0A2K6CV21|A0A2K6CV21_MACNE,tr|A0A2K6CV21|A0A2K6CV21_MACNE Carbonic anhydrase 2 OS=Macaca nemestrina OX=9545 GN=CA2 PE=3 SV=1,109,8ca.beta.45,43.1,1.8e-14,109.0,381.0
tr|A0A2K6CVL1|A0A2K6CVL1_MACNE,tr|A0A2K6CVL1|A0A2K6CVL1_MACNE Carbonic anhydrase OS=Macaca nemestrina OX=9545 GN=CA4 PE=3 SV=1,315,8ca.beta.45,105.4,2.1000000000000006e-33,315.0,381.0
tr|A0A2K6CW86|A0A2K6CW86_MACNE,tr|A0A2K6CW86|A0A2K6CW86_MACNE Carbonic anhydrase OS=Macaca nemestrina OX=9545 GN=CA9 PE=3 SV=1,529,8ca.beta.45,97.5,5.3e-31,529.0,381.0
tr|A0A2K6D3T4|A0A2K6D3T4_MACNE,tr|A0A2K6D3T4|A0A2K6D3T4_MACNE Receptor-type tyrosine-protein phosphatase zeta OS=Macaca nemestrina OX=9545 GN=PTPRZ1 PE=3 SV=1,2319,8ca.beta.45,92.2,2.1e-29,2319.0,381.0
tr|A0A2K6D5G9|A0A2K6D5G9_MACNE,tr|A0A2K6D5G9|A0A2K6D5G9_MACNE Carbonic anhydrase 1 OS=Macaca nemestrina OX=9545 GN=CA1 PE=3 SV=1,127,8ca.beta.45,60.4,1e-19,127.0,381.0
tr|A0A2K6D5K6|A0A2K6D5K6_MACNE,tr|A0A2K6D5K6|A0A2K6D5K6_MACNE Carbonic anhydrase OS=Macaca nemestrina OX=9545 GN=CA1 PE=3 SV=1,261,8ca.beta.45,158.4,1.5999999999999998e-49,261.0,381.0
tr|A0A2K6EPT2|A0A2K6EPT2_PROCO,tr|A0A2K6EPT2|A0A2K6EPT2_PROCO Receptor-type tyrosine-protein phosphatase gamma OS=Propithecus coquereli OX=379532 GN=PTPRG PE=3 SV=1,1447,8ca.beta.45,96.5,1.1000000000000001e-30,1447.0,381.0
tr|A0A2K6F968|A0A2K6F968_PROCO,tr|A0A2K6F968|A0A2K6F968_PROCO Carbonic anhydrase OS=Propithecus coquereli OX=379532 GN=CA2 PE=3 SV=1,260,8ca.beta.45,151.2,2.5999999999999997e-47,260.0,381.0
tr|A0A2K6FDD4|A0A2K6FDD4_PROCO,tr|A0A2K6FDD4|A0A2K6FDD4_PROCO Carbonic anhydrase OS=Propithecus coquereli OX=379532 GN=CA9 PE=3 SV=1,447,8ca.beta.45,97.2,6.6e-31,447.0,381.0
tr|A0A2K6FDW8|A0A2K6FDW8_PROCO,tr|A0A2K6FDW8|A0A2K6FDW8_PROCO Carbonic anhydrase OS=Propithecus coquereli OX=379532 GN=CA4 PE=3 SV=1,315,8ca.beta.45,110.7,5.2e-35,315.0,381.0
